nom_service,prestataire_id,intitule,updatedBy,status,creationTime,service_id,prix,updatedTime,id,addBy,description,photoUrl,groupe_id
CLINIQUES,bKqHDmwn88ZRIWJfIBrzjllY6FP2,SOINS BUCCO-DENTAIRES,,Affiche,2023-09-14T17:41:19.280476,jWwIcd1tNfkAaJo62njO,10000,2023-09-22T18:37:20.478121,QRzIP7fKDWw4qqhCqvZv,,CONSULTATION BUCCO-DENTAIRE ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesQRzIP7fKDWw4qqhCqvZv.jpg?alt=media&token=d55ba8a6-2be7-4e58-b1cf-7aba66a7d2e8,eOl1l1Abvz8xoq5ABwtt
Ameublement,YonCMibRxZa6KyexHXnT1aVhx5h2,Paniers suprises,,Affiche,2024-03-05T19:50:12.027557,xrIvvNLPdmEa5LGyevNf,35000,2024-03-05T19:50:12.714341,QVmVl94c864NUfnkEOlU,,"Composition des paniers et livraison
Demandes diverses",,NMm07ka3XBMO7S0N6T7y
Salons d'esthétique,QngL02SxlmNaCVZS1677HBg6lEX2,Soin de visage,,Affiche,2023-04-24T11:12:38.310013,RF0Gh7aSA6hQiQ4ltqoX,10000,2023-09-21T16:27:54.674290,QZ7j1MbmAhopnXfWQpRY,,"Soin permettant de nettoyer, raffermir, tonifier, hydrater ",,fNm6RTc6SfFtjJ73hnTx
Tout dans l'événementiel,MqOc124jRTc4TXYOfHlEbTreCSa2,location taxi en Berline classique ,,Affiche,2023-06-06T20:11:50.444849,KZyZa9pEBuGrFOp4Vweq,8000,2024-06-03T17:28:16.242744,QbNykIKfiLAR7C65hUVi,,"pick up/drop off aéroport,dépôt,course horaire,hors ville ",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesQbNykIKfiLAR7C65hUVi.jpg?alt=media&token=1a39c536-82e1-4ee8-8478-c9b54d04d285,R3XawjusHQ57Mla9yIcm
Salons d'esthétique,QngL02SxlmNaCVZS1677HBg6lEX2,"Épilation (visage, maillot, jambes...)",,Affiche,2023-04-24T11:11:24.563815,RF0Gh7aSA6hQiQ4ltqoX,10000,2023-09-21T16:27:54.674466,QjMwLSobpU9wZG7QrVyC,,Soin consistant à enlever les poils sur la peau,,fNm6RTc6SfFtjJ73hnTx
Architectes,a2fgrRlUmdUpM7Y45ApUrvjnpTk2,Évaluation de l’architecture existante ,,Affiche,2024-02-09T13:51:36.794788,m9efa6bdwh24az6SlL9K,50000,2024-02-09T13:51:37.799691,QoNDpBF9adj7dOszRcCG,,Développer des solutions architecturales innovantes ,,NMm07ka3XBMO7S0N6T7y
SERVICES DIVERS,l49kJrXNLwUnd6iMMXHwhL9RxY43,SERVICES A LA TACHE,,Affiche,2024-01-26T12:31:18.925219,3wdruIJ01ALCZxosRmpU,5000,2024-01-28T20:50:39.144409,QpGMc8gYdqTtcHY62LKI,,"SERVICES A LA TACHE
CUISINE (1 Repas)",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesQpGMc8gYdqTtcHY62LKI.jpg?alt=media&token=a4409d7d-be64-4378-8401-99863029f799,tT8yKDzWw4zoQtl2g6gm
ALIMENTAIRE ,dOejW7bfDveOviZE3toZ1V9iBND2,Sardine,,Affiche,2023-10-13T15:35:43.764403,YJPGNNffL2VFqwmdoFFG,18000,2023-10-13T15:37:41.977239,RVygOhQEroh3QrwNN0Yx,,Sardine à huile végétale marque citadelle 125g*50,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesRVygOhQEroh3QrwNN0Yx.jpg?alt=media&token=4069141c-696b-4def-8629-b75750009d59,H1rNSqdq9p7Ptonzir0W
COLLÈGES & LYCÉES,H9H3rbI1OlcUALvCLe2nbACUBBY2,Section francophone ,H9H3rbI1OlcUALvCLe2nbACUBBY2,Affiche,2024-07-22T18:52:28.209662,Gw3lI40xWXS4MS7tsmY8,46000,2024-07-22T18:53:28.939329,RtC6xE4AgEoBXenAuRQo,H9H3rbI1OlcUALvCLe2nbACUBBY2,Manuels scolaires ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesRtC6xE4AgEoBXenAuRQo.jpg?alt=media&token=aacfe01f-8d23-4c77-8d05-461d75aecf8c,48Oxzwdhu2crSuSb9jyD
Médecins & Dentistes,lzJZu55ciXTnG5Z6uhVrdN6cvFI2,consultation à domicile ,,Affiche,2023-11-06T15:40:27.802979,C3frxp2RDJ2quWKc9mqN,10000,2023-11-06T15:40:28.545363,SOmQ6IUcvDmWPOZeeamm,,"examens cliniques et paracliniques, ordonnance médicale ",,eOl1l1Abvz8xoq5ABwtt
MÉDECINS & DENTISTES,bKqHDmwn88ZRIWJfIBrzjllY6FP2,ORTHODONTIE,,Affiche,2023-09-15T10:31:09.795135,C3frxp2RDJ2quWKc9mqN,400000,2023-09-22T18:39:11.122205,SXMk6Ra7MZsokOKXfY8j,,Appareils dentaires/ Alignement Dentaire/bagues Dentaire,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesSXMk6Ra7MZsokOKXfY8j.jpg?alt=media&token=905b7462-4ed0-47d4-9eeb-f59e2ea5bb40,eOl1l1Abvz8xoq5ABwtt
MÉDECINS & DENTISTES,8IdObyUObkebKXmJVyrvAbqSQjo2,Consultation Ophtalmologique ,,Affiche,2024-05-13T15:47:05.709382,C3frxp2RDJ2quWKc9mqN,15000,2024-05-13T15:47:28.628225,SaEVYX314n41MvRgsRcq,,visite de routine ophtalmologique ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesSaEVYX314n41MvRgsRcq.jpg?alt=media&token=6bb155c1-980e-43e1-aa58-c1fbe707d424,eOl1l1Abvz8xoq5ABwtt
Alimentaire ,dOejW7bfDveOviZE3toZ1V9iBND2,macaroni,,Affiche,2023-10-13T15:27:33.667842,YJPGNNffL2VFqwmdoFFG,4500,2023-10-13T15:28:17.974384,ScTUzD8nNbZjibbA0ANP,,Macaroni Pasta Ricco 250g*20,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesScTUzD8nNbZjibbA0ANP.jpg?alt=media&token=1d2ff69d-4f68-4057-95e0-d42dc1fccc32,H1rNSqdq9p7Ptonzir0W
Salons d'esthétique,cxDNgbdr4IQDKtFMCsEvmuMLjQ52,Gel douche à l’amande douce ,,Affiche,2023-12-01T05:06:43.373152,RF0Gh7aSA6hQiQ4ltqoX,6700,2023-12-01T05:06:43.940812,T5b6dONStszvEAeIwb4T,,"Gel extra doux à l’amande 

1L",,fNm6RTc6SfFtjJ73hnTx
Médecins & Dentistes,eqVRCGB0etRAiheg44A0jnSQcSm2,médecin ,,Affiche,2023-11-02T12:29:45.840159,C3frxp2RDJ2quWKc9mqN,15000,2023-11-02T12:29:46.420028,TIDZ4bTgtCCdP11P2iGe,,"consultations médicales
suivi a domicile 
suivi externe ",,eOl1l1Abvz8xoq5ABwtt
SERVICES DIVERS,l49kJrXNLwUnd6iMMXHwhL9RxY43,SERVICE A LA TACHE,,Affiche,2024-01-26T12:30:04.605696,3wdruIJ01ALCZxosRmpU,3000,2024-01-28T20:51:05.353114,TSPPcABRp2rJggiHxjzT,,"SERVICE A LA TACHE
MENAGE (Jounalier)",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesTSPPcABRp2rJggiHxjzT.jpg?alt=media&token=de8f395c-00c1-48f2-9c05-0fc854940ee6,tT8yKDzWw4zoQtl2g6gm
MÉDECINS & DENTISTES,bKqHDmwn88ZRIWJfIBrzjllY6FP2,PROTHÈSES DENTAIRES AMOVIBLES,,Affiche,2023-09-15T10:29:15.619862,C3frxp2RDJ2quWKc9mqN,60000,2023-09-22T18:42:33.734541,TWiD8WP6i7fJQwSZG9p4,,Prothèses amovibles résine ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesTWiD8WP6i7fJQwSZG9p4.jpg?alt=media&token=df9ad696-ea41-4479-a2a6-38186c748992,eOl1l1Abvz8xoq5ABwtt
Salons d'esthétique,utuqLNy1UuZLgy5eK33EeFqk4Fb2,masque de jouvence,,Affiche,2023-04-10T19:36:44.264512,RF0Gh7aSA6hQiQ4ltqoX,1500,2023-09-21T16:27:54.674677,ThDZe2h6DKq1G1BpR8SB,,un masque au charbon qui retire tout le comodon du visage,,fNm6RTc6SfFtjJ73hnTx
Médecins & Dentistes,8csk9oamgnRpOQOjvntjGabvwNh1,suivi mensuel a domiclle ,,Affiche,2023-11-11T11:49:41.643027,C3frxp2RDJ2quWKc9mqN,50000,2023-11-11T11:49:42.291421,U8gRrJg1PP71vuE119k1,,3 consultations par mois et en cas d'urgence à la demande ,,eOl1l1Abvz8xoq5ABwtt
Médecins & Dentistes,YjQ2OgdK3GO4MZMwC8x0MIZLP9v2,consultations à domicile,,Affiche,2023-11-17T16:22:55.998443,C3frxp2RDJ2quWKc9mqN,10000,2023-11-17T16:22:58.561156,UeniTwKYODrdK72V7hnj,,prise des paramètres biologiques et consultations ,,eOl1l1Abvz8xoq5ABwtt
MÉDECINS & DENTISTES,bKqHDmwn88ZRIWJfIBrzjllY6FP2,RECONSTITUTIONS DE COURONNE,,Affiche,2023-09-22T18:13:27.660848,C3frxp2RDJ2quWKc9mqN,18000,2023-09-22T18:44:54.716784,Uqk6NgtTatYL8jSw5KNF,,Reconstitution couronne 3 faces,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesUqk6NgtTatYL8jSw5KNF.jpg?alt=media&token=f6cc8e01-b643-46b9-9403-9d95e28a6e07,eOl1l1Abvz8xoq5ABwtt
Salons d'esthétique,NB0X9FrKDRSGQJGnee7LaBDKCbM2,Pédicure ,,Affiche,2023-05-03T12:15:43.009674,RF0Gh7aSA6hQiQ4ltqoX,10000,2023-09-21T16:27:54.674814,VOxsekVSngmRVLylKW34,,Soin des pieds ,,fNm6RTc6SfFtjJ73hnTx
SERVICES DIVERS,uXnnBb0D5yZiOrroCy3JCZ6FxPR2,Boucles d'oreilles Sheila ,,Affiche,2024-05-19T00:56:14.775118,3wdruIJ01ALCZxosRmpU,14000,2024-05-22T00:19:34.602403,Vi4lYjheTJqsn6hGtpvg,,"Argent925-rhodié 
Vraies perles_de_culture 
CubicZirconia ",,tT8yKDzWw4zoQtl2g6gm
Salons d'esthétique,G4uE8F24qFbzbckOuVFng9NtCCK2,FORMATION PROFESSIONNELLE ,,Affiche,2023-06-14T12:59:06.283231,RF0Gh7aSA6hQiQ4ltqoX,150000,2023-09-21T16:27:54.674941,VmCImLLe25kBzAuUI8ny,,Formations professionnelles en maquillage ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesVmCImLLe25kBzAuUI8ny.jpg?alt=media&token=99650790-f69a-445f-921b-ad1ef8a9c520,fNm6RTc6SfFtjJ73hnTx
ALIMENTAIRE ,dOejW7bfDveOviZE3toZ1V9iBND2,Pâtes alimentaires,,Affiche,2023-10-13T15:39:17.454054,YJPGNNffL2VFqwmdoFFG,6500,2023-10-13T15:43:41.814816,VwSULI32LBwu31wE1A9P,,Pacha Spaghetti 500g*20 (pâte de semoule de blé dur),https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesVwSULI32LBwu31wE1A9P.jpg?alt=media&token=b80e0dfe-89bc-4d4c-a869-edb5441b43b0,H1rNSqdq9p7Ptonzir0W
Salons d'esthétique,skfv33bWqSgEmWjmVwaHN6S2m343,soin de visage classique ,,Affiche,2024-06-20T12:54:55.435392,RF0Gh7aSA6hQiQ4ltqoX,15000,2024-06-20T12:54:58.641225,W1FA6cJjA0SxxhXKC8kU,,"soin de visage classique 
durée : 1h ",,fNm6RTc6SfFtjJ73hnTx
Salons d'esthétique,QngL02SxlmNaCVZS1677HBg6lEX2,Coiffure mixte,,Affiche,2023-04-24T11:16:17.116941,RF0Gh7aSA6hQiQ4ltqoX,2500,2023-09-21T16:27:54.675047,W9AWSesxQLAnphwB4VAe,,Nous disposons d'un salon de coiffure homme et femme.,,fNm6RTc6SfFtjJ73hnTx
SERVICES DIVERS,GNSun0UsCpbCzARwv4EK5xJqiXv2,Livres éducatifs 📚 ,,Affiche,2024-03-10T21:25:33.207256,3wdruIJ01ALCZxosRmpU,3000,2024-03-10T23:10:16.688830,WK9Zk0hJcOQdzA7tRu8k,,Catalogue & livre éducatif de 3 à 16 ans ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesWK9Zk0hJcOQdzA7tRu8k.jpg?alt=media&token=2a9be8c4-548d-4887-9e33-89583fbf70a8,tT8yKDzWw4zoQtl2g6gm
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,regard ,,Affiche,2024-05-24T07:43:38.619,RF0Gh7aSA6hQiQ4ltqoX,15000,2024-05-24T07:43:38.967556,WLdm54SsyYZ76cMe1K3k,,make up à domicile ,,fNm6RTc6SfFtjJ73hnTx
Tout dans l'événementiel,MqOc124jRTc4TXYOfHlEbTreCSa2,location jour en Pick-up ,,Affiche,2023-06-06T20:22:38.958015,KZyZa9pEBuGrFOp4Vweq,70000,2024-06-03T17:28:16.243137,Wv3dChpt96mtN5vr6GGY,,location dans la ville et hors de la ville avec chauffeur ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesWv3dChpt96mtN5vr6GGY.jpg?alt=media&token=bbf715db-a86e-4f51-8303-5938473c0927,R3XawjusHQ57Mla9yIcm
Cliniques,ydHIOCbDC8fn6aPwEVqszjXHSRk2,Consultation médicale,,Affiche,2024-02-14T11:39:53.900370,jWwIcd1tNfkAaJo62njO,15000,2024-02-19T18:24:40.511610,X9lCaPfwY6Doi9lZKDXF,,Recueil des antécédents et Évaluation clinique complète,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesX9lCaPfwY6Doi9lZKDXF.jpg?alt=media&token=229fddc4-cf44-4b4f-9539-da90aa3b6dd0,eOl1l1Abvz8xoq5ABwtt
AMEUBLEMENT,Ufbq6uDgbrh1edZcb3VJHY7nIo62,appartement meublé ,,Affiche,2023-11-14T13:31:22.583385,xrIvvNLPdmEa5LGyevNf,75000,2023-11-14T13:31:45.517697,XATL1wE7rbUJfDox7rwb,,tout un appartement pour satisfaire votre quiétude ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesXATL1wE7rbUJfDox7rwb.jpg?alt=media&token=105c76c7-8601-49ec-9d0c-ce515e992b8b,NMm07ka3XBMO7S0N6T7y
ALIMENTAIRE ,dOejW7bfDveOviZE3toZ1V9iBND2,sel,,Affiche,2023-10-17T10:34:08.489366,YJPGNNffL2VFqwmdoFFG,2700,2023-10-17T10:36:55.986821,XMSpTLwjimbfDUFWpdbx,,Sel Sasel fin (format 18kg),https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesXMSpTLwjimbfDUFWpdbx.jpg?alt=media&token=5d313251-de99-417f-bd9a-b5d094557513,H1rNSqdq9p7Ptonzir0W
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,soins cheveux ,,Affiche,2024-05-24T07:34:37.168192,RF0Gh7aSA6hQiQ4ltqoX,30000,2024-05-24T07:34:37.493383,XXi29sJaHSSvy7dXPIe9,,Haïr needling ( chutes de cheveux),,fNm6RTc6SfFtjJ73hnTx
Architectes,ZYJmkeL88LUSiU0CecsEVLIbKbg2,Maison de campagne,,Affiche,2023-06-16T07:44:35.966530,m9efa6bdwh24az6SlL9K,10000000,2023-09-21T16:16:14.122359,XeLwMESCVYdbPAsV7C3x,,maison écologique en harmonie avec la nature.,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesXeLwMESCVYdbPAsV7C3x.jpg?alt=media&token=8516965a-84d9-4067-aa68-8a7143b9bbdd,NMm07ka3XBMO7S0N6T7y
Alimentaire ,EwB5XKeGHVT0TvbZ3IMLVxNFtZE3,"Vidal's, coffee ☕ & breakfast ",,Affiche,2024-04-06T01:40:37.905104,YJPGNNffL2VFqwmdoFFG,125,2024-04-15T19:22:27.705858,XgeC92hetr1wFCXX838l,,service café ☕ boissons chaudes et sandwichs ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesXgeC92hetr1wFCXX838l.jpg?alt=media&token=db866beb-2fc0-46ed-8b9e-c4254a0b7d89,H1rNSqdq9p7Ptonzir0W
MÉDECINS & DENTISTES,bKqHDmwn88ZRIWJfIBrzjllY6FP2,OFFRE DÉCEMBRE,,Affiche,2023-11-23T22:46:10.110222,C3frxp2RDJ2quWKc9mqN,80000,2023-11-23T22:53:20.370723,Y2vorbw5IQLk6MCSVEKf,,DÉTARTRAGE DENTAIRE +BLANCHIMENT DENTAIRE,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesY2vorbw5IQLk6MCSVEKf.jpg?alt=media&token=779c03fd-9f72-42c8-8c09-5e47c6a10d86,eOl1l1Abvz8xoq5ABwtt
Alimentaire ,xZDi4UFLHvY6uriFTcJL3UVHtb23,Bouillon de porc epic ,,Affiche,2023-10-20T19:05:09.944370,YJPGNNffL2VFqwmdoFFG,2500,2023-10-20T19:11:12.869408,ZPyGquiiMT6amn910E0p,,bouillon de porc epic avec tubercules bouillis,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesZPyGquiiMT6amn910E0p.jpg?alt=media&token=83f904f9-af66-4fa3-a7e7-934ae53a0d88,H1rNSqdq9p7Ptonzir0W
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,soins corporels ,,Affiche,2024-05-24T07:38:33.667648,RF0Gh7aSA6hQiQ4ltqoX,25000,2024-05-24T07:38:34.000367,ZVNXnruS1pZPCvNFaOjy,,traitement quintos,,fNm6RTc6SfFtjJ73hnTx
Salons d'esthétique,cxDNgbdr4IQDKtFMCsEvmuMLjQ52,Bon d’achat,,Affiche,2023-10-30T20:44:10.855147,RF0Gh7aSA6hQiQ4ltqoX,10000,2023-10-30T20:44:11.674886,ZhsGRJBsROV8KN219Js3,,Bon non remboursable ,,fNm6RTc6SfFtjJ73hnTx
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,soins ,,Affiche,2024-05-24T07:57:21.316114,RF0Gh7aSA6hQiQ4ltqoX,5000,2024-05-24T07:57:22.006822,ZvN6k2YMONB6Eh6rRYye,,épilation aisselles à la cire ,,fNm6RTc6SfFtjJ73hnTx
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,soins ,,Affiche,2024-05-24T07:40:54.934530,RF0Gh7aSA6hQiQ4ltqoX,8000,2024-05-24T07:40:55.278611,aSFfplwJ8yTL4A4V42Lw,,pédicure ,,fNm6RTc6SfFtjJ73hnTx
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,soins du visage ,,Affiche,2024-05-24T07:33:11.727997,RF0Gh7aSA6hQiQ4ltqoX,35000,2024-05-24T07:33:12.076747,aaC1aduTixn9Iuvh7Vhi,,microneedling ,,fNm6RTc6SfFtjJ73hnTx
CLINIQUES,ydHIOCbDC8fn6aPwEVqszjXHSRk2,MedAssit 3,,Affiche,2024-02-19T18:36:34.924462,jWwIcd1tNfkAaJo62njO,650000,2024-02-19T18:37:02.245999,aakR9alhSGLDcTxnJpWr,,Soins à domicile et suivi médical toutes les deux semaines.,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesaakR9alhSGLDcTxnJpWr.jpg?alt=media&token=115d5fdd-f3e2-46e8-bc2f-8959ad037454,eOl1l1Abvz8xoq5ABwtt
SERVICES DIVERS,uXnnBb0D5yZiOrroCy3JCZ6FxPR2,Collier Mariella,,Affiche,2024-05-19T00:07:01.082526,3wdruIJ01ALCZxosRmpU,16000,2024-05-19T00:10:48.414851,bhuH5yvFmeiJdAiltbu4,,"Argent925-rhodié 
CubicZirconia 
Ne change pas 
N'irrite pas",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesbhuH5yvFmeiJdAiltbu4.jpg?alt=media&token=dac70639-ea06-4eb6-82f5-9d988151ad46,tT8yKDzWw4zoQtl2g6gm
Alimentaire ,7M7SLCTcDPfmhxSU0k4E385ucuJ2,poulet réformé,,Affiche,2023-12-21T07:37:42.759049,YJPGNNffL2VFqwmdoFFG,6500,2023-12-21T07:40:35.516055,bkLedQ7RmvFSCppyNjak,,poulet entier frais 2kgs et+,,H1rNSqdq9p7Ptonzir0W
SERVICES DIVERS,GNSun0UsCpbCzARwv4EK5xJqiXv2,Formation ,,Affiche,2024-03-10T23:04:51.353943,3wdruIJ01ALCZxosRmpU,50000,2024-03-10T23:11:33.585913,cugyixG1C8d0VdA95RZD,,"Formation en design graphique (Suite adobe, Canva)",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicescugyixG1C8d0VdA95RZD.jpg?alt=media&token=6cc3a06b-ff94-4921-bfc4-23ec7f88db8e,tT8yKDzWw4zoQtl2g6gm
ALIMENTAIRE ,6vKFwEf8eMRFjjSNrjJhssgZ15X2,ROSE I LOVE YOU,,Affiche,2024-02-12T04:21:10.895094,YJPGNNffL2VFqwmdoFFG,100,2024-02-12T04:32:33.874483,d2ATDZKZu5JkZkhOHGnI,,fleur artificielle ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesd2ATDZKZu5JkZkhOHGnI.jpg?alt=media&token=3f0daade-28d5-47da-9cca-06a4ff3310da,H1rNSqdq9p7Ptonzir0W
Services traiteurs,lyhs4mibhVZJQnmsWKgmmulgZXv2,gâteau de mariage VIP,,Affiche,2023-04-04T13:16:47.976308,JnzHTPdXIKHZfSHEBZi2,500000,2023-09-21T15:02:39.952195,dHYoC0P0JrVVtGH12z6t,,une pièce montée faites de plusieurs somptueux gateaux,,R3XawjusHQ57Mla9yIcm
Laboratoires,cXO5RL7OGCXdQ2ad1tZZEXmb4vr2,Pack Personnes Âgées ,,Affiche,2023-10-03T14:14:59.076706,XSMZkpA4YsDjsAB94SWu,55000,2023-10-03T14:15:31.020457,dQcqQ6wU0D2UKAOId4fF,,Surveillance des différentes fonctions de l'organisme ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesdQcqQ6wU0D2UKAOId4fF.jpg?alt=media&token=3e9b2804-48bb-4f5b-89b7-fbbbab0865c4,eOl1l1Abvz8xoq5ABwtt
Salons d'esthétique,QngL02SxlmNaCVZS1677HBg6lEX2,Extension de cils,,Affiche,2023-04-24T11:19:29.765983,RF0Gh7aSA6hQiQ4ltqoX,20000,2023-09-21T16:27:54.675229,duwWYjnui7QOMEOzj2Bh,,"Soin permettant d'allonger, de donner du volume à vos cils",,fNm6RTc6SfFtjJ73hnTx
Tout dans l'événementiel,14320s4KGoT6JRe6JhYhKCA30062,bouquets de fleurs ,,Affiche,2024-02-26T21:47:41.381478,KZyZa9pEBuGrFOp4Vweq,30000,2024-06-03T17:28:16.243457,eQJLaV5AznWdnuyqzV8z,,"Bouquets variés,uniques et disponibles. ",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServiceseQJLaV5AznWdnuyqzV8z.jpg?alt=media&token=d0fef193-ef26-443d-a42e-267d48a317c8,R3XawjusHQ57Mla9yIcm
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,soins du visage ,,Affiche,2024-05-24T07:33:38.092575,RF0Gh7aSA6hQiQ4ltqoX,32000,2024-05-24T07:33:38.421296,egzcZsIm0c173aOUnqYw,,BB glow,,fNm6RTc6SfFtjJ73hnTx
SERVICES DIVERS,l49kJrXNLwUnd6iMMXHwhL9RxY43,SERVICE À LA PERSONNE,,Affiche,2024-01-26T12:43:05.910178,3wdruIJ01ALCZxosRmpU,3000,2024-01-28T20:25:27.281341,ejfkgt4adQEM1xE8moSc,,"GARDE MALADE
( 5 heures de garde)",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesejfkgt4adQEM1xE8moSc.jpg?alt=media&token=5444cfcc-e71c-4d38-a26f-befd118a5ed3,tT8yKDzWw4zoQtl2g6gm
KINÉSITHÉRAPEUTES,jPM73iTHDgVSbvlvwttEozwNIXJ3,Soins à domicile ,,Affiche,2023-04-15T08:44:02.547860,kkjvZAJtoLaxiVNDU2VG,65000,2023-04-15T08:45:45.990590,euUEH0vJAUj1gPn5fnKS,,Body massage (soin à la fois relaxant et thérapeutique).,,eOl1l1Abvz8xoq5ABwtt
Architectes,ZYJmkeL88LUSiU0CecsEVLIbKbg2,DPLX SH 01,,Affiche,2023-05-16T10:56:54.583890,m9efa6bdwh24az6SlL9K,45000000,2023-09-21T16:16:14.122569,f09GDGHN3aUHJSr7Co1O,,duplex de 160 M2 de type T3 haut standing,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesf09GDGHN3aUHJSr7Co1O.jpg?alt=media&token=e2cd6197-d944-486d-bc56-a82e5534133e,NMm07ka3XBMO7S0N6T7y
Alimentaire ,11gwRhxyjDXP8bToBSnEbAXzfR62,Huile pimentée ,,Affiche,2024-06-10T13:46:27.857149,YJPGNNffL2VFqwmdoFFG,1300,2024-06-11T15:38:29.687829,fjXOp6rXc4rfYZQtJGdx,,"Huile piquante Prête à consommer
Piment +Oignons+huile Mayor",https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesfjXOp6rXc4rfYZQtJGdx.jpg?alt=media&token=88214346-36b8-48b0-a603-335fcd3e36af,H1rNSqdq9p7Ptonzir0W
Alimentaire ,KL6xWV3btNYHA7neLDAODGhWGNj2,Curcuma ,,Affiche,2023-09-19T17:51:22.828860,YJPGNNffL2VFqwmdoFFG,2500,2023-09-21T14:48:18.628914,fjp7KG38izzqOrpV5Yhc,,Poudre de curcuma ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesfjp7KG38izzqOrpV5Yhc.jpg?alt=media&token=83c3bf77-e01e-4ae4-ac77-2752573bf2a5,H1rNSqdq9p7Ptonzir0W
Opticiens,ZYoHL3CBjsYenIpFVHHcF6oBjym2,planet Optic,,Affiche,2023-04-11T11:29:31.888903,hdJuxY3tWmuZySExmVKs,5000,2023-09-21T16:07:06.655530,g2ATOmZjVI8LVNnrYVNr,,examen de vue.,,eOl1l1Abvz8xoq5ABwtt
Salons d'esthétique,4OU8k1M6xDaTwc4nbaCoRBE96wt1,soins du visage ,,Affiche,2024-05-24T07:51:37.424464,RF0Gh7aSA6hQiQ4ltqoX,35000,2024-05-24T07:51:38.176526,gg9s0TNvHhDkPte6yQZ8,,soins hydrafacial ,,fNm6RTc6SfFtjJ73hnTx
MÉDECINS & DENTISTES,bKqHDmwn88ZRIWJfIBrzjllY6FP2,CHIRURGIE DENTAIRE,,Affiche,2023-09-22T17:58:33.216121,C3frxp2RDJ2quWKc9mqN,40000,2023-09-22T19:15:37.364619,gzVvRTJTNqdfGvp8hV7R,,Extraction dents de sagesses ,https://firebasestorage.googleapis.com/v0/b/dhoola-4b710.appspot.com/o/services%2FServicesgzVvRTJTNqdfGvp8hV7R.jpg?alt=media&token=69f65039-bad3-4c72-a90a-6a799539179f,eOl1l1Abvz8xoq5ABwtt
