body,idPrestataire,isRead,title,idTransaction,updatedAt,uid,createdAt
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,K0EGuLIo32ota5B1CTvA1709541722827,1709579698783,914umpyeZkY5lglo8KGumeZWF002,1709541792000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,HAIehgFGuM0Wzg6KgTx61715951345414,1719478559537,914umpyeZkY5lglo8KGumeZWF002,1715951442000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407104,C8oYWOSz3qQYIQgash2MYZeELoR2,1714834407104
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,TvxbAf6QXq03OYr5j4ii1709553075052,1709555288930,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709553282000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,Bfo87pFPeiuINgjj106S1715795869646,1715796822431,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1715796126000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,uOG7s8xqCNZSa8Y2GEsI1709474877962,1709474944544,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709474938000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,1L0jla5Av2LzmLkpGXBh1720105016646,1720105286479,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720105267000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182506,m7j0mHW2FoRXlf2PaKwXxBO5skf2,1714834182506
Transaction REJETÉE par le Payeur,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La transaction a été REFUSÉE par NGANDEU,K1hUvJlkICzFzMs3gPtJ1709922788741,1710578040401,914umpyeZkY5lglo8KGumeZWF002,1709923014761
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,K0EGuLIo32ota5B1CTvA1709541722827,1709579698781,914umpyeZkY5lglo8KGumeZWF002,1709542249656
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407183,sjiXsT4rOEOfuzGedaORziGdLU93,1714834407183
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407129,vWHIfaoqK9fNKCAo1OjDClDYaRl2,1714834407129
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,GfwgI1Pxde9LVzhd41Ne1709473064814,1709474300753,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709474042168
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407188,ai83RMkWQ5cnUBP9T4MluHibkJE3,1714834407188
Visitez votre application afin de découvrir nos nouveaux prestataires.,,True,Nouveaux Prestataires,,1714834208861,qMHVQGPKvNMdZLX8YnPH29ZYoyG3,1714834182561
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,QopOBHHvdwNU5rZvuLun1720193150320,1720193247603,qMHVQGPKvNMdZLX8YnPH29ZYoyG3,1720193235000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407116,3BFSPEuFq7ajjy64NcXZDsFd1Bn1,1714834407116
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407185,RJIXvvY4CgcTVuOwekca7JdvIt03,1714834407185
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,6qJ0M81O26HvXs80LYQ51709541246816,1709922365683,SF41IxDyM4RSbTEsLNV1TP7JhdE2,1709542197000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,uOekcgQLKxORtGK11N3m1710782054941,1712853285462,SF41IxDyM4RSbTEsLNV1TP7JhdE2,1712672155000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,fw07RwRkAumA0GQFtC2p1709923871354,1710578040401,914umpyeZkY5lglo8KGumeZWF002,1709923937000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,TvxbAf6QXq03OYr5j4ii1709553075052,1709635139254,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709553132000
Transaction pour M./Mme  a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,xiDAyGPF2yseGScG4PM41709549862401,1709555288930,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709555055000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407093,4a3IEvo1CxOE9R3rkwUe663v8DX2,1714834407093
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407097,N8bUcsXVTBXc2GGuZGYjACpoZj13,1714834407097
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,7e2rQKAPpKDyPcd3AOx31710780850130,1710781117252,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1710780988000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407194,VuBCdrOYIuPWMrjl3rOoBZucxWg2,1714834407194
Transaction pour M./Mme  a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,xiDAyGPF2yseGScG4PM41709549862401,1709555288930,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709555064000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,cwM09NjNpLfLzosfKGNW1716028023248,1716030733527,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1716028103000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,O8ggrSkD0oxdxvvCZmBa1715963433281,1715963630398,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1715963519000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,83U9ZKlNiXMJsQiM9xCj1709549372795,1709579698775,914umpyeZkY5lglo8KGumeZWF002,1709549638000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407204,b5irwk1tJbYBh6u9sNYZ3fMUuz02,1714834407204
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,DCCvRkwzcWFbZzzlGPRG1706777578175,1706785722423,SF41IxDyM4RSbTEsLNV1TP7JhdE2,1706784889000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182561,WrgY15z799PAG2GLqcRIX0wXjn82,1714834182561
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,7Z6oUXAdpQWu3iOjN0H51716027206503,1716027263196,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1716027257000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,fw07RwRkAumA0GQFtC2p1709923871354,1709925884535,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709925163000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,IWXvHpwlDYlnRoijA5Hh1709541650039,1709542527827,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709542505000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407147,aR3ZFbxaI9T7Xr6TnTkxKMf2PwJ2,1714834407147
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,IY34zjAhWsy6WoHSOPNe1711019198351,1711463265647,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1711453599000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,6Iaf6vg4MC1ss4TIAOe91709735322204,1709918417961,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709735390000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,LIX0eDpBzCMADN3RmLSp1716027842129,1716028101924,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1716027906000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,O8ggrSkD0oxdxvvCZmBa1715963433281,1715963549004,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715963519000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,lR6kWBbBejwfs1mdeCud1715886550474,1715886679169,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715886651000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182556,F7joR7GDYMOONEJlJrjS9SkgOQI2,1714834182556
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182521,vWHIfaoqK9fNKCAo1OjDClDYaRl2,1714834182521
Transaction FINALISÉE par le Prestataire,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,La prestation a été REALISÉE par le prestataire SANTA LUCIA AKWA NORD,KdKw7WOV0ORmmBrrbALV1707326900402,1707392741316,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1707392441724
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,6qJ0M81O26HvXs80LYQ51709541246816,1709542527828,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709542197000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,4G5Sz9LAZOtjqrmBNJD61706719509508,1707511690308,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1706723920000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,pf7Q38Csui5N2hh1CgUx1709549153128,1709549269686,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709549226000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,JC2i5LcOhg46flxLoMT41715785514284,1715788883529,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715788524000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,ZmQzks0qOcu99YOxKMBT1715765761519,1715766049495,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715766033000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,JC2i5LcOhg46flxLoMT41715785514284,1719478559537,914umpyeZkY5lglo8KGumeZWF002,1715788525000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Transaction Initiée,KdKw7WOV0ORmmBrrbALV1707326900402,1707327941357,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1707327048000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,AOpbBhTnMDPSJgpaQfAk1709922753729,1710578040401,914umpyeZkY5lglo8KGumeZWF002,1709922999000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,False,Vous avez reçu une transaction,gdGooY5HQdD9SbfPTluz1720104283512,1720104360000,914umpyeZkY5lglo8KGumeZWF002,1720104360000
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,7e2rQKAPpKDyPcd3AOx31710780850130,1710782613872,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1710782594325
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182519,QsUbVRlwe4YQmiur5VbiHjCUmU42,1714834182519
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,AOpbBhTnMDPSJgpaQfAk1709922753729,1709925069346,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709924918000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,K0EGuLIo32ota5B1CTvA1709541722827,1709542527828,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709541793000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,a19bwyH46bvHaQ3LwVW41714410768354,1714836005582,914umpyeZkY5lglo8KGumeZWF002,1714410853000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407124,vKFyl8Our5UfAXE23diydr8lgpF2,1714834407124
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,Bfo87pFPeiuINgjj106S1715795869646,1715796131053,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715796126000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407096,rdBb4fYVQgamENei7mbw3U2MHVS2,1714834407096
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,z2g1CCJD2KFl17BTW3kL1709472998552,1709473174124,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709473100000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,cwM09NjNpLfLzosfKGNW1716028023248,1719478559535,914umpyeZkY5lglo8KGumeZWF002,1716028103000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,QopOBHHvdwNU5rZvuLun1720193150320,1721208733686,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1720193235000
Transaction de M./Mme Ngandeu pour M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,uOekcgQLKxORtGK11N3m1710782054941,1710782317345,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1710782188000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,JC2i5LcOhg46flxLoMT41715785514284,1715786390832,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1715785577000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,dxfo8TkF5A3CKI2vItiF1709468450427,1709468533777,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709468505000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182553,uemnt3PK12UzfqRGT2c5YkrPJMr1,1714834182553
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407096,KZGCBDTlHFZNcBMnBFvS9G5ZmIE3,1714834407096
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407170,1qB7OuH2cGRNS3BcPb4meh74P5F3,1714834407170
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407158,TSzzmXZWcMfY2YiGLo06QFCBHRq2,1714834407158
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182552,P37Qo3YgGxeEHpKjfUMxvmMWZQS2,1714834182552
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,dLqOzifHrwStJxVnMnkc1714833185370,1714833307837,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714833294000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,UCzTPuVoAeJoOv8hdDnF1710780971911,1710781188957,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1710781052000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,Bfo87pFPeiuINgjj106S1715795869646,1715796131053,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715796126000
Transaction de M./Mme Ngandeu pour M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,DCCvRkwzcWFbZzzlGPRG1706777578175,1707511690308,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1706777925000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,C3BbIr7bgiF38swEdA3H1717774628781,1717774754498,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1717774738000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,dxfo8TkF5A3CKI2vItiF1709468450427,1709472304020,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709472275000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,tQwD2hUNTlKO0fDRCgpW1717243070100,1719478559535,914umpyeZkY5lglo8KGumeZWF002,1717243150000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,AOpbBhTnMDPSJgpaQfAk1709922753729,1709925884539,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709924918000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,AOpbBhTnMDPSJgpaQfAk1709922753729,1709924049431,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709922998000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,1L0jla5Av2LzmLkpGXBh1720105016646,1720110877356,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720110834000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,9B0VaYTMMOZec8mm8u0Q1712935621919,1712935836311,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1712935720000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,K0EGuLIo32ota5B1CTvA1709541722827,1709542024172,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709541792000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,UtWDUx5RzYwUA2OxJZze1709634810423,1709635139253,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709634936000
Votre mobile money a été crédité.,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Paiement finalisé,Bw0kMM74d6aQnmuaF48c1707397474032,1707398667023,6vKFwEf8eMRFjjSNrjJhssgZ15X2,1707398554000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,True,Nouveaux Prestataires,,1715849106857,SF41IxDyM4RSbTEsLNV1TP7JhdE2,1714834182550
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,mJjdyXjzCSMwSYO6rrTW1716027143611,1719478559536,914umpyeZkY5lglo8KGumeZWF002,1716027213000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,IWXvHpwlDYlnRoijA5Hh1709541650039,1709542024175,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709541725000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,C3BbIr7bgiF38swEdA3H1717774628781,1717774880392,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1717774738000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,OAMBR40ICkAECQaJXDNY1709634746333,1709635139254,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709634812000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,dLqOzifHrwStJxVnMnkc1714833185370,1714833697914,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1714833294000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,vHMXN9PcmnFuxjip8FfB1709467071215,1709467204634,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709467151000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,,True,Vous êtes liés a une transaction,,1706625383535,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1706623968000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,BUxyFTLsg4NYgIn7L2at1714832101654,1714832331414,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714832276000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407122,ke3oXrAJFmPJ6pZC0wwJmOtaK6P2,1714834407122
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,G84A9GyQH2I0X8VSrsyN1715788830980,1715795714140,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1715788893000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,1Vv4z1DsYsnvfya13THS1714827782236,1714836005582,914umpyeZkY5lglo8KGumeZWF002,1714828133000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407144,Ul0IgJ50SlgwIzQDKi2QUYliOYz1,1714834407144
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,1Vv4z1DsYsnvfya13THS1714827782236,1714835644574,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714835588923
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407098,B4GO2KPIJjYcP4sFdcDk5MLYYwQ2,1714834407098
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,b1iPERhr41GG4TeEThUW1720111025015,1720111392393,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720111370240
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407126,Sfv2AJL4X5cxK6ypUMipoVJmaVH2,1714834407126
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,EtMM9a62IEbH5Z3lseYO1706890693829,1706890868530,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706890823247
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182548,TEc04rr4g9grJrs7UdLkcwVzXRy2,1714834182548
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182550,YctqUwojEPWwwNMKtgByl1JsAbU2,1714834182550
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,xiDAyGPF2yseGScG4PM41709549862401,1709550207306,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709549923000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,9oD5opqsjjvyMH2F1pvF1709472887491,1709473393074,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709472944000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,vHMXN9PcmnFuxjip8FfB1709467071215,1709468490173,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709468418000
